Code,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013),Source Notes,Internal Notes,
0088,Marietta Museum of History,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Marietta, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"1 Depot Street, Marietta, GA 30060",https://web.archive.org/web/20191014163450/https://www.mariettahistory.org/about-us/contact-us,2019-10-14,Marietta,https://web.archive.org/web/20191014163450/https://www.mariettahistory.org/about-us/contact-us,2019-10-14,Cobb County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.95261, -84.55086",https://www.geocod.io,2019-10-23,+1-770-794-5710,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:info@mariettahistory.org,https://web.archive.org/web/20191014163450/https://www.mariettahistory.org/about-us/contact-us,2019-10-14,http://www.mariettahistory.org,https://web.archive.org/web/20191014163652/https://www.mariettahistory.org/,2019-10-14,1996,https://web.archive.org/web/20191014164006/https://www.mariettahistory.org/about-us,2019-10-14,,,,,,,,,,,,,,,,,,,,,
0089,Marietta/Cobb Museum of Art,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Marietta, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"30 Atlanta Street, Marietta, GA 30060",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Marietta,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Cobb County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.951313, -84.549353",https://www.geocod.io,2019-10-23,+1-770-528-1444,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:jennifer@mcma.us,https://web.archive.org/web/20191014165809/https://mariettacobbartmuseum.org/,2019-10-14,https://mariettacobbartmuseum.org/,https://web.archive.org/web/20191014165809/https://mariettacobbartmuseum.org/,2019-10-14,1910,https://web.archive.org/web/20191014165944/https://mariettacobbartmuseum.org/about/history-of-our-building/,2019-10-14,,,,,,,,,,,,,,,,,,,,,
0090,Marsh House of LaFayette,https://web.archive.org/web/20191014170158/http://marshhouseoflafayette.org/,2019-10-14,"museum in LaFayette, Georgia, USA",,museum,https://web.archive.org/web/20191014170158/http://marshhouseoflafayette.org/,2019-10-14,"308 North Main Street, LaFayette, GA 30728",https://web.archive.org/web/20191014170158/http://marshhouseoflafayette.org/,2019-10-14,LaFayette,https://web.archive.org/web/20191014170158/http://marshhouseoflafayette.org/,2019-10-14,Walker County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191014170158/http://marshhouseoflafayette.org/,2019-10-14,United States of America,https://web.archive.org/web/20191014170158/http://marshhouseoflafayette.org/,2019-10-14,"34.708308, -85.281351",https://www.geocod.io,2019-10-23,+1-706-638-5187,https://web.archive.org/web/20191014170158/http://marshhouseoflafayette.org/,2019-10-14,mailto:admin@marshhouseoflafayette.com,https://web.archive.org/web/20191014170455/https://www.facebook.com/TheMarshHouseOfLaFayette,2019-10-14,http://www.marshhouseoflafayette.com,https://web.archive.org/web/20191014170158/http://marshhouseoflafayette.org/,2019-10-14,1836,https://web.archive.org/web/20191014170158/http://marshhouseoflafayette.org/,2019-10-14,,,,,,,,,,722,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,30728,https://web.archive.org/web/20191014170801/http://marshhouseoflafayette.org/directions/,2019-10-14,TheMarshHouseOfLaFayette,https://web.archive.org/web/20191014170455/https://www.facebook.com/TheMarshHouseOfLaFayette,2019-10-14,,,
0091,"Martin Luther King, Jr. National Historic Site",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"heritage site in Atlanta, Georgia, USA",,heritage site,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"450 Auburn Avenue NE, Atlanta, GA 30312",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Atlanta,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Fulton County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.755799, -84.373537",https://www.geocod.io,2019-10-23,+1-404-331-5190,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,http://www.nps.gov/malu,https://web.archive.org/web/20191014172133/https://www.nps.gov/malu/index.htm,2019-10-14,,,,,,,National Park Service,https://web.archive.org/web/20191015141759/https://www.nps.gov/index.htm,2019-10-15,,,,,,,,,,,,,,,
0092,Michael C. Carlos Museum Emory University,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Atlanta, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"571 South Kilgo Circle, Atlanta, GA 30322",https://web.archive.org/web/20191014172449/https://carlos.emory.edu/,2019-10-14,Atlanta,https://web.archive.org/web/20191014172449/https://carlos.emory.edu/,2019-10-14,DeKalb County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.789947, -84.32509",https://www.geocod.io,2019-10-23,+1-404-727-4282,https://web.archive.org/web/20191014172557/https://carlos.emory.edu/contact-us,2019-10-14,mailto:jwarre2@emory.edu,https://web.archive.org/web/20191014172557/https://carlos.emory.edu/contact-us,2019-10-14,http://carlos.emory.edu,https://web.archive.org/web/20191014172449/https://carlos.emory.edu/,2019-10-14,1919,https://web.archive.org/web/20191014172847/https://carlos.emory.edu/about-carlos-museum,2019-10-14,,,,Emory University,https://web.archive.org/web/20191014173105/http://www.emory.edu/home/index.html,2019-10-14,,,,,,,,,,,,,,,
0093,Monroe-Walton Center for the Arts,https://web.archive.org/web/20191014173310/https://www.monroewaltonarts.org/,2019-10-14,"arts center in Monroe, Georgia, USA",,arts center,https://web.archive.org/web/20191014173310/https://www.monroewaltonarts.org/,2019-10-14,"205 South Broad Street, Monroe, GA 30655",https://web.archive.org/web/20191014173310/https://www.monroewaltonarts.org/,2019-10-14,Monroe,https://web.archive.org/web/20191014173310/https://www.monroewaltonarts.org/,2019-10-14,Walton County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191014173310/https://www.monroewaltonarts.org/,2019-10-14,United States of America,https://web.archive.org/web/20191014173310/https://www.monroewaltonarts.org/,2019-10-14,"33.793005, -83.71301",https://www.geocod.io,2019-10-23,+1-770-207-8937,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:mag@monroeartguild.org,https://web.archive.org/web/20191014173310/https://www.monroewaltonarts.org/,2019-10-14,https://www.monroewaltonarts.org/,https://web.archive.org/web/20191014173310/https://www.monroewaltonarts.org/,2019-10-14,1931,https://web.archive.org/web/20191014173310/https://www.monroewaltonarts.org/,2019-10-14,,,,,,,,,,,,,,,,,,,,,
0094,Monroe County Historical Society,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"historical society in Monroe, Georgia, USA",,historical society,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"126 East Johnston Street, Forsyth, GA 31029",https://web.archive.org/web/20191014181127/https://www.forsyth-monroechamber.com/list/member/monroe-county-historical-society-forsyth-181,2019-10-14,Monroe,https://web.archive.org/web/20191014181127/https://www.forsyth-monroechamber.com/list/member/monroe-county-historical-society-forsyth-181,2019-10-14,Monroe County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.035083, -83.936848",https://www.geocod.io,2019-10-23,+1-478-994-5070,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:oldtrain.mchs@gmail.com,,,,,,,,,,,,,,,Monroe County Local History Room and Museum,https://web.archive.org/web/20191014181735/http://www.monroecountyhistory.org/index.php,2019-10-14,,,,,,,Monroe-County-Historical-Society-Forsyth-GA-157291580960926,https://web.archive.org/web/20191014181847/https://www.facebook.com/Monroe-County-Historical-Society-Forsyth-GA-157291580960926/,2019-10-14,,,
0095,Morris Museum of Art,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Augusta, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"1 Tenth Street, Augusta, GA 30901",https://web.archive.org/web/20191014182233/https://www.themorris.org/,2019-10-14,Augusta,https://web.archive.org/web/20191014182233/https://www.themorris.org/,2019-10-14,Richmond County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.479309, -81.968557",https://www.geocod.io,2019-10-23,+1-706-724-7501,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:kgrogan@themorris.org,https://web.archive.org/web/20191014182602/https://www.themorris.org/contact-us/,2019-10-14,http://www.themorris.org,https://web.archive.org/web/20191014182233/https://www.themorris.org/,2019-10-14,1985,https://web.archive.org/web/20191014182718/https://www.themorris.org/about/,2019-10-14,,,,,,,,,,,,,,,,,,,,,
0096,Museum of Arts and Sciences,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Macon, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"4182 Forsyth Road, Macon, GA 31210",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Macon,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Bibb County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"32.864729, -83.694792",https://www.geocod.io,2019-10-23,+1-478-477-3232,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:swelsh@masmacon.com,https://web.archive.org/web/20191014183551/https://www.masmacon.org/about-us/staff/,2019-10-14,http://www.masmacon.com,https://web.archive.org/web/20191014182913/https://www.masmacon.org/,2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,
0097,Museum of Aviation & Flight Technology Center,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Warner Robins, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"1942 Heritage Boulevard, Robins AFB, GA 31098",https://web.archive.org/web/20191014184112/https://www.museumofaviation.org/connect/contact-museum-of-aviation/,2019-10-14,Warner Robins,https://web.archive.org/web/20191014184112/https://www.museumofaviation.org/connect/contact-museum-of-aviation/,2019-10-14,Houston County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"32.614215, -83.56856",https://www.geocod.io,2019-10-23,+1-478-926-6870,https://web.archive.org/web/20191014184112/https://www.museumofaviation.org/connect/contact-museum-of-aviation/,2019-10-14,mailto:information@museumofaviation.org,https://web.archive.org/web/20191014184112/https://www.museumofaviation.org/connect/contact-museum-of-aviation/,2019-10-14,http://www.museumofaviation.org,https://web.archive.org/web/20191014184330/https://www.museumofaviation.org/,2019-10-14,1984,https://web.archive.org/web/20191014184443/https://www.museumofaviation.org/visit/about-museum-of-aviation/,2019-10-14,,,,,,,,,,,,,,,,,,,,,
0098,Museum of Colquitt County History,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Moultrie, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"500 4th Avenue SE, Moultrie, GA 31768",https://web.archive.org/web/20191014185041/https://www.facebook.com/pages/Museum-of-Colquitt-County-History/113363795364013,2019-10-14,Moultrie,https://web.archive.org/web/20191014185041/https://www.facebook.com/pages/Museum-of-Colquitt-County-History/113363795364013,2019-10-14,Colquitt County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"31.175756, -83.781795",https://www.geocod.io,2019-10-23,+1-229-890-1626,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,pages/Museum-of-Colquitt-County-History/113363795364013,https://web.archive.org/web/20191014185041/https://www.facebook.com/pages/Museum-of-Colquitt-County-History/113363795364013,2019-10-14,,,
0099,Museum of Contemporary Art of Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Atlanta, Georgia, USA",MOCA GA,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"75 Bennett Street, Atlanta, GA 30309",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Atlanta,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Fulton County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.812181, -84.395189",https://www.geocod.io,2019-10-23,+1-404-367-8700,https://web.archive.org/web/20191014190028/https://mocaga.org/,2019-10-14,mailto:info@mocaga.org,,,http://www.mocaga.org,https://web.archive.org/web/20191021174900/https://mocaga.org/,2019-10-21,2000,https://web.archive.org/web/20191014190152/https://mocaga.org/about/mission-history/,2019-10-14,,,,,,,,,,,,,,,,,,,,,
0100,Museum School of Avondale Estates,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"elementary school in Decatur, Georgia, USA",,elementary school,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"923 Forrest Boulevard, Decatur, GA 30030",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Decatur,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,DeKalb County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.769194, -84.271366",https://www.geocod.io,2019-10-23,+1-404-289-0320,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:info@themuseumschool.org,,2019-10-14,http://www.themuseumschool.org,https://web.archive.org/web/20191014190816/https://themuseumschool.org/,2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,
0101,Newnan-Coweta Historical Society,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"historical society in Newnan, Georgia, USA",,historical society,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"74 Jackson Street, Newnan, GA 30263",https://web.archive.org/web/20191014191242/http://newnancowetahistoricalsociety.com/about/staff/,2019-10-14,Newnan,https://web.archive.org/web/20191014191242/http://newnancowetahistoricalsociety.com/about/staff/,2019-10-14,Coweta County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.380717, -84.800425",https://www.geocod.io,2019-10-23,+1-770-251-0207,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:wjeffbishop@newnancowetahistoricalsociety.com,https://web.archive.org/web/20191014191533/http://newnancowetahistoricalsociety.com/visit/,2019-10-14,http://newnancowetahistoricalsociety.com/,https://web.archive.org/web/20191014191027/http://newnancowetahistoricalsociety.com/,2019-10-14,,,,,,,,,,McRitchie-Hollis Museum,https://web.archive.org/web/20191014191533/http://newnancowetahistoricalsociety.com/visit/,2019-10-14,1001,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,30264,https://web.archive.org/web/20191014191533/http://newnancowetahistoricalsociety.com/visit/,2019-10-14,,,,,,
,Newnan-Coweta Historical Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Train Depot,https://web.archive.org/web/20191014191533/http://newnancowetahistoricalsociety.com/visit/,2019-10-14,,,,,,,,,,,,
0102,Northeast Georgia History Center at Brenau University,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Gainesville, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"322 Academy Street NE, Gainesville, GA 30501",https://web.archive.org/web/20191014192109/https://www.negahc.org/,2019-10-14,Gainesville,https://web.archive.org/web/20191014192109/https://www.negahc.org/,2019-10-14,Hall County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"34.302544, -83.825301",https://www.geocod.io,2019-10-23,+1-770-297-5900,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:historycenter@brenau.edu,https://web.archive.org/web/20191014192109/https://www.negahc.org/,2019-10-14,https://www.negahc.org/,https://web.archive.org/web/20191014192109/https://www.negahc.org/,2019-10-14,,,,,,,Brenau University,https://web.archive.org/web/20190909204007/https://www.brenau.edu/,2019-10-07,,,,,,,,,,,,,,,
0103,Oak Hill and Martha Berry Museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Mount Berry, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"2277 Martha Berry Highway NW, Mount Berry, GA 30149",https://web.archive.org/web/20191014192724/https://www.berry.edu/oakhill/,2019-10-14,Mount Berry,https://web.archive.org/web/20191014192724/https://www.berry.edu/oakhill/,2019-10-14,Floyd County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"34.290372, -85.189137",https://www.geocod.io,2019-10-23,+1-706-368-6705,https://web.archive.org/web/20191014193100/https://www.berry.edu/oakhill/contact-us,2019-10-14,mailto:oakhill@berry.edu,https://web.archive.org/web/20191014193100/https://www.berry.edu/oakhill/contact-us,2019-10-14,http://wwww.berry.edu/oakhill,https://web.archive.org/web/20191014192724/https://www.berry.edu/oakhill/,2019-10-14,,,,,,,Berry College,https://web.archive.org/web/20191014193411/https://www.berry.edu/,2019-10-14,,,,,,,,,,,,,,,
0104,Ocmulgee National Monument Association,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"hertiage site in Macon, Georgia, USA",,heritage site,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"1207 Emery Highway, Macon, GA 31217",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Macon,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Bibb County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"32.836606, -83.614869",https://www.geocod.io,2019-10-23,+1-478-752-8257,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,http://www.nps.gov/ocmu,https://web.archive.org/web/20191014194527/https://www.nps.gov/ocmu/index.htm,2019-10-14,,,,,,,National Park Service,https://web.archive.org/web/20191015141759/https://www.nps.gov/index.htm,2019-10-15,,,,,,,,,,,,,,,
0105,Oglethorpe University Museum of Art,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Atlanta, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"4484 Peachtree Road, Atlanta, GA 30319",https://web.archive.org/web/20191015143458/https://museum.oglethorpe.edu/about/directions-map/,2019-10-15,Atlanta,https://web.archive.org/web/20191015143458/https://museum.oglethorpe.edu/about/directions-map/,2019-10-15,DeKalb County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.874964, -84.333689",https://www.geocod.io,2019-10-23,+1-404-364-8555,https://web.archive.org/web/20191015143405/https://museum.oglethorpe.edu/about/contact-us/,2019-10-15,mailto:epeterson1@oglethorpe.edu,https://web.archive.org/web/20191015143710/https://museum.oglethorpe.edu/about/staffboard/,2019-10-15,https://museum.oglethorpe.edu/,https://web.archive.org/web/20191015143044/https://museum.oglethorpe.edu/,2019-10-15,1993,https://web.archive.org/web/20191015143250/https://museum.oglethorpe.edu/about/,2019-10-15,,,,Oglethorpe University,https://web.archive.org/web/20191015143815/https://oglethorpe.edu/,2019-10-15,,,,,,,,,,,,,,,
0106,Folkston Railroad Transportation Museum,https://web.archive.org/web/20191015150313/https://charltoncountyga.us/239/Museum,2019-10-15,"museum in Folkston, Georgia, USA",,museum,https://web.archive.org/web/20191015150313/https://charltoncountyga.us/239/Museum,2019-10-15,"3795 Main Street, Folkston, GA 31537",https://web.archive.org/web/20191015150313/https://charltoncountyga.us/239/Museum,2019-10-15,Folkston,https://web.archive.org/web/20191015150313/https://charltoncountyga.us/239/Museum,2019-10-15,Charlton County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191015150313/https://charltoncountyga.us/239/Museum,2019-10-15,United States of America,https://web.archive.org/web/20191015150313/https://charltoncountyga.us/239/Museum,2019-10-15,"30.831355, -82.009048",https://www.geocod.io,2019-10-23,+1-912-496-2536,https://web.archive.org/web/20191015150313/https://charltoncountyga.us/239/Museum,2019-10-15,,,,https://charltoncountyga.us/239/Museum,https://web.archive.org/web/20191015150313/https://charltoncountyga.us/239/Museum,2019-10-15,,,,,,,Charlton County,https://web.archive.org/web/20191015150640/https://charltoncountyga.us/,2019-10-15,,,,,,,,,,,,,,Chamber of Commerce is located at the same site as the museum,
0107,Douglas County Museum of History and Art,https://web.archive.org/web/20191015144938/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-15,"museum in Douglasville, Georgia, USA",,museum,https://web.archive.org/web/20191015144938/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-15,"12431 Veterans Memorial Highway, Douglasville, GA 30134",https://web.archive.org/web/20191015144938/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-15,Douglasville,https://web.archive.org/web/20191015144938/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-15,Douglas County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191015144938/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-15,United States of America,https://web.archive.org/web/20191015144938/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-15,"33.759543, -84.777337",https://www.geocod.io,2019-10-23,+1-678-449-3939,https://web.archive.org/web/20191015144938/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-15,mailto:dcmuseumofhistoryandart@gmail.com,https://web.archive.org/web/20191015144938/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-15,http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,https://web.archive.org/web/20191015144938/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-15,1956,https://web.archive.org/web/20191015145812/https://www.facebook.com/DouglasCountyMuseumOfHistoryAndArt/about/?ref=page_internal,2019-10-15,,,,Douglas County,https://web.archive.org/web/20191015145918/http://www.celebratedouglascounty.com/,2019-10-15,,,,,,,,,,DouglasCountyMuseumOfHistoryAndArt,https://web.archive.org/web/20191015150026/https://www.facebook.com/DouglasCountyMuseumOfHistoryAndArt/,2019-10-15,,,
