,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013)," Source Notes"," Internal Notes",QC
1871,The Augusta Players,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"community theatre organization in Augusta, Georgia, USA",,Community theatre,https://web.archive.org/web/20200916190436/https://www.augustaplayers.org/about/,2020-09-16,"1301 Greene Street, Suite 304, Augusta, Georgia 30901",https://web.archive.org/web/20200916190408/https://www.augustaplayers.org/contact-us/,2020-09-16,Augusta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Richmond County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.477402, -81.976444","https://www.google.com/maps/place/Augusta+Players+Inc/@33.4774069,-81.9786385,17z/",2020-09-16,+1-706-826-4707,https://web.archive.org/web/20200916190408/https://www.augustaplayers.org/contact-us/,2020-09-16,mailto:info@augstaplayers.org,https://web.archive.org/web/20200916190408/https://www.augustaplayers.org/contact-us/,2020-09-16,https://www.augustaplayers.org/,https://web.archive.org/web/20200916190444/https://www.augustaplayers.org/,2020-09-16,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1872,The Celtic Company,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts organization in Atlanta, Georgia, USA",,arts organization,https://web.archive.org/web/20200916192230/https://www.johnmaschinot.com/the-celtic-company,2020-09-16,,,,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,DeKalb County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-678-595-8939,"https://www.google.com/maps/place/The+Celtic+Company/@39.821614,-162.5241383,3z/",2020-09-16,mailto:johnmaschinot@gmail.com,https://web.archive.org/web/20200916192230/https://www.johnmaschinot.com/the-celtic-company,2020-09-16,https://www.johnmaschinot.com/the-celtic-company,https://web.archive.org/web/20200916193436/https://www.johnmaschinot.com/the-celtic-company,2020-09-16,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1873,The City of Forsyth Main Street,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"main street organization in Forsyth, Georgia, USA",,organization,https://web.archive.org/web/20200916194009/https://www.cityofforsyth.net/forsythmainstreet/,2020-09-16,"68 North Lee Street, Forsyth, GA 31029",https://web.archive.org/web/20200916194009/https://www.cityofforsyth.net/forsythmainstreet/,2020-09-16,Forsyth,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Monroe County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.035775, -83.938718","https://www.google.com/maps/place/68+N+Lee+St,+Forsyth,+GA+31029/@33.0357464,-83.9387908,20.5z/",2020-09-16,+1-478-994-7747,https://web.archive.org/web/20200916194009/https://www.cityofforsyth.net/forsythmainstreet/,2020-09-16,mailto:tpierson@cityofforsyth.com,https://web.archive.org/web/20200916194009/https://www.cityofforsyth.net/forsythmainstreet/,2020-09-16,https://mainstreet.cityofforsyth.net/,https://web.archive.org/web/20200916193807/https://mainstreet.cityofforsyth.net/,2020-09-16,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1874,The Columbus Ballet,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit ballet organization in Columbus, Georgia, USA","The Columbus Ballet, Inc.",not-for-profit arts organization,https://web.archive.org/web/20200916200124/https://thecolumbusballet.net/about/,2020-09-16,"1004 Broadway, Columbus, GA 31901",https://web.archive.org/web/20200916200126/https://thecolumbusballet.net/contact-us/,2020-09-16,Columbus,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Muscogee County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"32.465202, -84.992981","https://www.google.com/maps/place/Columbus+State+University+Rankin+Arts+Center:+CSU+Dance+Conservatory/@32.4651778,-84.993154,20z/",2020-09-16,+1-706-507-8367,https://web.archive.org/web/20200916200126/https://thecolumbusballet.net/contact-us/,2020-09-16,mailto:thecolumbusballetga@gmail.com,https://web.archive.org/web/20200916200126/https://thecolumbusballet.net/contact-us/,2020-09-16,http://thecolumbusballet.net/,https://web.archive.org/web/20200916200111/https://thecolumbusballet.net/,2020-09-16,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1875,The Creatives Project,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts organization in Atlanta, Georgia, USA",TCP,arts organization,https://web.archive.org/web/20200917180746/https://www.thecreativesproject.org/about,2020-09-17,"TCP at The Goat Farm School House, 1200 Foster St. NW, Studio B-11, Atlanta, GA 30318",https://web.archive.org/web/20200917180659/https://www.thecreativesproject.org/contact,2020-09-17,"Atlanta ",https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.785882, -84.416233","https://www.google.com/maps/place/1200+Foster+St+NW,+Atlanta,+GA+30318/@33.7858899,-84.4164044,21z/",2020-09-17,,,,mailto:info@thecreativesproject.org,https://web.archive.org/web/20200917180659/https://www.thecreativesproject.org/contact,2020-09-17,https://www.thecreativesproject.org/,https://web.archive.org/web/20200917180739/https://www.thecreativesproject.org/,2020-09-17,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1876,The Essential Theatre,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"playwriting organization in Atlanta, Georgia, USA","The Essential Theatre, Inc.",not-for-profit arts organization,https://web.archive.org/web/20200917182036/https://www.essentialtheatre.com/contact/,2020-09-17,"1414 Foxhall Lane #10, Atlanta, GA 30316",https://web.archive.org/web/20200917182036/https://www.essentialtheatre.com/contact/,2020-09-17,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.712237, -84.333734","https://www.google.com/maps/place/Essential+Theatre/@33.712325,-84.334048,20z/",2020-09-17,+1-404-212-0815,https://web.archive.org/web/20200917182036/https://www.essentialtheatre.com/contact/,2020-09-17,mailto:jennifer@essentialtheatre.com,https://web.archive.org/web/20200917182036/https://www.essentialtheatre.com/contact/,2020-09-17,https://www.essentialtheatre.com/,https://web.archive.org/web/20200917182036/https://www.essentialtheatre.com/contact/,2020-09-17,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1877,The Georgia Ballet,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"ballet company in Marietta, Georgia, USA",TGB,ballet company,https://web.archive.org/web/20200917182824/https://www.georgiaballet.org/contact,2020-09-17,"1255 Field Parkway Marietta, GA 30066",https://web.archive.org/web/20200917182824/https://www.georgiaballet.org/contact,2020-09-17,Marietta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Cobb County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.983443, -84.561446","https://www.google.com/maps/place/The+Georgia+Ballet/@33.9834606,-84.5636342,17z/",2020-09-17,+1-770-528-0881,https://web.archive.org/web/20200917182824/https://www.georgiaballet.org/contact,2020-09-17,mailto:office@georgiaballet.org,https://web.archive.org/web/20200917182824/https://www.georgiaballet.org/contact,2020-09-17,https://www.georgiaballet.org/,https://web.archive.org/web/20200917182824/https://www.georgiaballet.org/contact,2020-09-17,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1878,The Gift of Music Foundation,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200917183308/https://giftofmusic.org/,2020-09-17,"2030 Powers Ferry Rd SE, Suite 390, Atlanta, GA 30339",https://web.archive.org/web/20200917183308/https://giftofmusic.org/,2020-09-17,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Cobb County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.898587, -84.453875","https://www.google.com/maps/place/The+Gift+of+Music+Foundation/@33.8985875,-84.4560654,17z/",2020-09-17,+1-888-551-0077,https://web.archive.org/web/20200917183308/https://giftofmusic.org/,2020-09-17,mailto:info@giftofmusic.org,https://web.archive.org/web/20200917183308/https://giftofmusic.org/,2020-09-17,https://giftofmusic.org/,https://web.archive.org/web/20200917183308/https://giftofmusic.org/,2020-09-17,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1879,The Hapeville Arts Alliance,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Hapeville, Georgia, USA","The Hapeville Arts Alliance, Inc.",not-for-profit arts organization,https://web.archive.org/web/20200918174255/https://www.facebook.com/hapeville.arts.alliance/,2020-09-18,"781 N Central Avenue, Hapeville, GA",https://web.archive.org/web/20200918174611/https://www.facebook.com/hapeville.arts.alliance/about/,2020-09-18,Hapeville,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.662418, -84.414501","https://www.google.com/maps/place/781+N+Central+Ave,+Atlanta,+GA+30354/@33.6624203,-84.4166874,17z/",2020-09-18,,,,mailto:hapeveillarts@hotmail.com,https://web.archive.org/web/20200918174611/https://www.facebook.com/hapeville.arts.alliance/about/,2020-09-18,https://www.facebook.com/hapeville.arts.alliance/,https://web.archive.org/web/20200918174255/https://www.facebook.com/hapeville.arts.alliance/,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1880,The James Brown Family Foundation,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit family foundation in Clearwater, South Carolina, USA","The James Brown Family Foundation, Inc.",not-for-profit arts organization,https://web.archive.org/web/20200918175553/https://jamesbrownfamilyfdn.org/online/index.php/contact,2020-09-18,,,,Clearwater,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Aiken County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,South Carolina,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-803-640-2090,https://web.archive.org/web/20200918175553/https://jamesbrownfamilyfdn.org/online/index.php/contact,2020-09-18,mailto:info@jamesbrownfamilyfdn.org,https://web.archive.org/web/20200918175553/https://jamesbrownfamilyfdn.org/online/index.php/contact,2020-09-18,https://jamesbrownfamilyfdn.org/,https://web.archive.org/web/20200918175553/https://jamesbrownfamilyfdn.org/online/index.php/contact,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1881,The Jessye Norman School of the Arts,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"after school youth arts program in Augusta, Georgia, USA","The Jessye Norman School of the Arts, Inc.",not-for-profit arts organization,https://web.archive.org/web/20200918180205/http://www.jessyenormanschool.org/contact-us,2020-09-18,"739 Greene Street,  Augusta, GA 30901",https://web.archive.org/web/20200918180205/http://www.jessyenormanschool.org/contact-us,2020-09-18,Augusta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Richmond County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.473486, -81.965918","https://www.google.com/maps/place/Jessye+Norman+School/@33.4734924,-81.9681038,17z/",2020-09-18,+1-706-828-7768,https://web.archive.org/web/20200918180205/http://www.jessyenormanschool.org/contact-us,2020-09-18,mailto:jnsa.info@jessyenormanschool.org,https://web.archive.org/web/20200918180205/http://www.jessyenormanschool.org/contact-us,2020-09-18,http://www.jessyenormanschool.org/,https://web.archive.org/web/20200918180205/http://www.jessyenormanschool.org/contact-us,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1882,The Lucky Penny,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"contemporary dance company in Atlanta, Georgia, USA",,dance troupe,https://web.archive.org/web/20200918182300/http://www.theluckypenny.org/about,2020-09-18,,,,"East Point ",https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-404-889-7681,https://web.archive.org/web/20200918182248/http://www.theluckypenny.org/contact-contribute,2020-09-18,mailto:blake@theluckypenny.org,https://web.archive.org/save/http://www.theluckypenny.org/contact-contribute,2020-09-18,http://www.theluckypenny.org/,https://web.archive.org/save/http://www.theluckypenny.org/contact-contribute,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1883,The Michael O'Neal Singers,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"choir in Roswell, Georgia, USA",MOS,choir,https://web.archive.org/web/20200918191831/https://www.mosingers.com/contact/,2020-09-18,,,,Roswell,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-770-594-7974,https://web.archive.org/web/20200918191831/https://www.mosingers.com/contact/,2020-09-18,mailto:staff@mosingers.com,https://web.archive.org/web/20200918191831/https://www.mosingers.com/contact/,2020-09-18,http://www.mosingers.com,https://web.archive.org/web/20200918191831/https://www.mosingers.com/contact/,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1884,The Mitchell Young Anderson Museum,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"museum in Thomasville, Georgia, USA",,museum,https://web.archive.org/web/20200918192040/https://www.mitchellyoungandersonmuseum.com/,2020-09-18,"319 Oak Street, Thomasville, Georgia 31792",https://web.archive.org/web/20200918192103/https://www.mitchellyoungandersonmuseum.com/contact,2020-09-18,Thomasville,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Thomas County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"30.837566, -83.986042","https://www.google.com/maps/place/The+Mitchell+Young+Anderson+Museum/@30.8375673,-83.9882353,17z/",2020-09-18,+1-229-226-8821,https://web.archive.org/web/20200918192103/https://www.mitchellyoungandersonmuseum.com/contact,2020-09-18,mailto:mitchellyoungandersonmuseum@yahoo.com,https://web.archive.org/web/20200918192103/https://www.mitchellyoungandersonmuseum.com/contact,2020-09-18,https://www.mitchellyoungandersonmuseum.com/,https://web.archive.org/web/20200918192040/https://www.mitchellyoungandersonmuseum.com/,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1885,The New Depot Players,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"theatre troupe in Conyers, Georgia, USA",,theatre troupe,https://web.archive.org/web/20200918192458/https://thenewdepotplayers.com/index.php/contact-us/contact-the-new-depot-players,2020-09-18,"912 Center Street, Conyers, GA 30012",https://web.archive.org/web/20200918192458/https://thenewdepotplayers.com/index.php/contact-us/contact-the-new-depot-players,2020-09-18,Conyers,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Rockdale County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.667105, -84.018022","https://www.google.com/maps/place/The+New+Depot+Players/@33.6671075,-84.0202169,17z/",2020-09-18,+1-678-374-3224,https://web.archive.org/web/20200918192458/https://thenewdepotplayers.com/index.php/contact-us/contact-the-new-depot-players,2020-09-18,mailto:info@thenewdepotplayers.com,https://web.archive.org/web/20200918192458/https://thenewdepotplayers.com/index.php/contact-us/contact-the-new-depot-players,2020-09-18,https://thenewdepotplayers.com/,https://web.archive.org/web/20200918192458/https://thenewdepotplayers.com/index.php/contact-us/contact-the-new-depot-players,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1886,The Object Group,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"theatre and puppetry performance not-for-profit organization in Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200918194049/https://www.facebook.com/theobjectgroup/about/,2020-09-18,,,,Decatur,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,DeKalb County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,,,,mailto:michaeljosephhaverty@gmail.com,https://web.archive.org/web/20200918194049/https://www.facebook.com/theobjectgroup/about/,2020-09-18,https://www.facebook.com/theobjectgroup/,https://web.archive.org/web/20200918194111/https://www.facebook.com/theobjectgroup/,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1889,The Story Ship,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts organization in Savannah, Georgia, USA","The Story Ship, LLC",arts organization,https://web.archive.org/web/20200918203123/http://www.storyship.com/contact-us/,2020-09-18," 9945 Whitfield Ave., Savannah, GA 31406",https://web.archive.org/web/20200918203123/http://www.storyship.com/contact-us/,2020-09-18,Savannah,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Chatham County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"31.940589, -81.122541","https://www.google.com/maps/place/9945+Whitefield+Ave,+Savannah,+GA+31406/@31.9406571,-81.1246751,17z/",2020-09-18,+1-912-663-6320,https://web.archive.org/web/20200918203123/http://www.storyship.com/contact-us/,2020-09-18,mailto:info@thestoryship.com,https://web.archive.org/web/20200918203123/http://www.storyship.com/contact-us/,2020-09-18,http://www.thestoryship.com,https://web.archive.org/web/20200918203123/http://www.storyship.com/contact-us/,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1890,Theatre du Reve,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"French-language theatre troupe in Atlanta, Georgia, USA",Theatre du Reve Inc.,theatre troupe,https://web.archive.org/web/20200918203821/https://www.theatredureve.org/contact-us/contact-us/,2020-09-18,,,,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-404-875-3829,https://web.archive.org/web/20200918203821/https://www.theatredureve.org/contact-us/contact-us/,2020-09-18,mailto:info@theatredureve.com,https://web.archive.org/web/20200918203821/https://www.theatredureve.org/contact-us/contact-us/,2020-09-18,http://www.theatredureve.org/,https://web.archive.org/web/20200918203821/https://www.theatredureve.org/contact-us/contact-us/,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1891,Theatrical Outfit,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"theater in Atlanta, Georgia, USA",Theatrical Outfit at the Balzer Theater at Herren’s,theater,https://web.archive.org/web/20200918204242/https://www.theatricaloutfit.org/,2020-09-18,"84 Luckie St. NW, Atlanta, GA 30303",https://web.archive.org/web/20200918204242/https://www.theatricaloutfit.org/,2020-09-18,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.757037, -84.389486","https://www.google.com/maps/place/Theatrical+Outfit/@33.757043,-84.3896974,20z/",2020-09-18,+1-678-528-1500,https://web.archive.org/web/20200918204242/https://www.theatricaloutfit.org/,2020-09-18,mailto:Gretchen.Butler@theatricaloutfit.org,https://web.archive.org/web/20200918204324/https://www.theatricaloutfit.org/about-us/staff-directory/,2020-09-18,https://www.theatricaloutfit.org/,https://web.archive.org/web/20200918204242/https://www.theatricaloutfit.org/,2020-09-18,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1892,Thiokol Memorial Project,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"forthcoming memorial museum in Woodbine, Georgia, USA","Thiokol Memorial Project, Inc.",museum,https://web.archive.org/web/20200921182357/http://thiokolmemorial.org/,2020-09-21,,,,Woodbine,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Camden County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-912-576-1760,https://web.archive.org/web/20200921182357/http://thiokolmemorial.org/,2020-09-21,mailto:thiokolmemorial020371@gmail.com,https://web.archive.org/web/20200921182357/http://thiokolmemorial.org/,2020-09-21,http://thiokolmemorial.org/,https://web.archive.org/web/20200921182357/http://thiokolmemorial.org/,2020-09-21,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1893,Thomaston-Upson Arts Council,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts council in Thomaston, Upson County, Georgia, USA",,arts council,https://web.archive.org/web/20200921183244/https://www.tuacga.com/,2020-09-21,"201 S Center Street, Thomaston, GA 30286",https://web.archive.org/web/20200921183244/https://www.tuacga.com/,2020-09-21,Thomaston,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Upson County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"32.887037, -84.326045","https://www.google.com/maps/place/Thomaston+Upson+Arts+Council/@32.8870403,-84.3265916,19z/",2020-09-21,+1-706-647-1605,https://web.archive.org/web/20200921183244/https://www.tuacga.com/,2020-09-21,mailto:tuarts@windstream.net,https://web.archive.org/web/20200921183244/https://www.tuacga.com/,2020-09-21,https://www.tuacga.com/,https://web.archive.org/web/20200921183244/https://www.tuacga.com/,2020-09-21,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1894,Tri-Cities Arts Alliance,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in College Park, Georgia, USA","Tri-Cities Arts Alliance, Inc.",not-for-profit arts organization,https://web.archive.org/web/20200921183906/https://www.atltcaa.org/contact/,2020-09-21,,,,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-404-767-4030,https://web.archive.org/web/20200921183906/https://www.atltcaa.org/contact/,2020-09-21,mailto:army@atltcaa.org,https://web.archive.org/web/20200921183906/https://www.atltcaa.org/contact/,2020-09-21,https://www.atltcaa.org/,https://web.archive.org/web/20200921183906/https://www.atltcaa.org/contact/,2020-09-21,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
