Record Number,ORGANIZATION,CATEGORY,YEAR FOUNDED,COUNTY,LOCATION,MAILING ADDRESS_1,MAILING ADDRESS_2,MAILING ADDRESS_3,EMAIL,TELEPHONE,PHONE / EMAIL,PUBLIC HOURS,PROGRAMS,COLLECTIONS,WEB SITE,SOCIAL MEDIA SITE,LAST MODIFIED
412,Historic Oglethorpe County,Historical Society,1977,Oglethorpe,,P. O. Box 1793,"Lexington, GA   30648",,,706-546-1850,,None Specified.,"Field trips, newsletters, festivals, monthly programs and meetings.","Photographs and tape recordings, genealogical books (cemetery book, will book, marriage records); abstracts of deeds; ordinary court records",,,
413,Historic Preservation Division,"Government Agency (Federal, State, Local)",1969,Fulton,,"254 Washington Street, SW",Ground Level,"Atlanta, GA   30334",,,404-656-2840  /  helen.talley-mcrae@dnr.state.ga.us,Hours vary; please call for an appointment.,"Preservation of the historical, architectural, and archaeological  resources of Georgia through programmatic, administrative and technical services, workshops, educational activities, and publications.","National Register nominations, maps, photographs, biographical information on Georgia Architects, and surveys of archaeological sites and historic structures.",http://www.gashpo.org,,
414,Historic Preservation Society of Social Circle,Society/Association,1980,Walton,,P. O. Box 832,"Social Circle, GA   30279",,,,770-464-0463  /  dkeener@bellsouth.net,See Schedule on site,"Restoration and preservation of historic buildings in Social Circle; exhibits, lectures, and educational activities.",,http://www.dkeener.com/socialcircle,,
415,Historic Savannah Foundation,Historical Society,1955,Chatham,,321 East York Street,P. O. Box 1733,"Savannah, GA   31401",,912-233-7787,,"M-F, 9-5.","Restoration and preservation of Savannah's architecture and town plan, operation of the Isaiah Davenport House and museum, workshops, publications, and annual celebration, historic property revolving fund.  Co-sponors the Tour of Homes.",No collection.,http://www.historicsavannahfoundation.org,,
416,"Historic Talbotton Foundation, Inc.",Historical Society,1975,Talbot,,"Route 1, Box 76","Junction City, GA   31812",,,706-269-3630,,None Specified.,Restoration and preservation of historic sites and structures in Talbot County.,"19th and 20th century church, school, and club records, maps, and photographs;  Straus-LeVert Hall, furniture, pianos, household textiles and accessories, art objects, and metalwork.",,,
417,Historic Westville,Museum,1966,Stewart,,9294 Singer Pond Road,P. O. Box 1850,"Lumpkin, GA   31815",,,229-838-6310  /  office@westville.org,"Tu-Sat, 10-5","Living history activities, exhibits, lectures, tours, educational activities, festivals, concerts, and newsletter related to the antebellum culture and history of West Georgia; restoration and preservation of historic buildings.","Letters, papers, architectural records, oral histories, and photographs; antebellum buildings, architectural materials, furniture, household textiles and accessories, handicrafts, clothing, tools, weapons, archaeological objects, coins, metalwork, glass, pottery, ceramics and American Indian artifacts.",http://www.westville.org,,
418,Historical Jonesboro-Clayton County,Historical Society,1968,Clayton,,100 Carriage Lane,P. O. Box 922,"Jonesboro, GA   30237",,770-473-0197,,"M-F, 10:00-4","Restoration and preservation of historic buildings including the completion of a county museum project, and  development of plans for the revitalization of the downtown historic depot; exhibits, workshops, slide shows, guided tours with meals, concerts, educational activities, newsletter, Heritage Days, and annual festivals and celebrations.","Stately Oaks House which serves as a museum, historic jail, one room school house, well house, quarters house, and covered pavilion;  architectural materials, furniture, textiles, handicrafts, clothing, tools, and archeological artifacts and records pertaining to the history of Jonesboro and Clayton County.",,,
419,Historical Society of Cumming/Forsyth County,Historical Society,1994,Forsyth,,P.O. Box 1334,"Cumming, GA   30028",,,,678-455-7260  /  info@historicforsyth.com,Mon. 11 am - 2 pm; Wed. 11 am - 2 pm; Fri. 11 am - 2 pm; Also by appointment.,"Restoration and preservation of historic buildings; genealogy; publications; cemetery preservation; promoting history through work with city and county government, schools, and private enterprise; meets first Tuesday of each month at the Forsyth County Public Library.  The Talking Walls program is associated with the Georgia Trust to aid teachers in local history.","Garland C. Bagley Collection; donated documents; oral history tapes; various artifacts, including iron cookware and implements..",http://www.historicforsyth.com/index.html,,
420,Historical Society of the Georgia National Guard,Historical Society,1986,Fulton,,P. O. Box 17965,"Atlanta, GA   30316",,,404-624-6061,,By appointment.,"Collects artifacts and historical data on the Georgia National Guard, 1733-present; publishes a quarterly journal.","Reports of the adjutants general, letters and diaries of Georgia guardsmen, photographs from World War I to Desert Storm; files on various units, events in Georgia National Guard history.",http://www.hsgng.org/,,
421,Historical Society of Walton County,Historical Society,1970,Walton,,238 N. Broad Street,P. O. Box 1773,"Monroe, GA   30655",,770-207-1229,,For special events and tours.,"Preservation of Davis-Edwards House; cemetery surveys, exhibits, field trips, concerts, home tours, newsletter, educational programs and publications.",Early 19th century Monroe home and furniture.,,,
422,Hofwyl Plantation,"Historic Site (Parks, etc.)",1974,Glynn,,5556 US Hwy 17 North,"Brunswick, GA   31525",,,,912-264-7333  /  Hofwyl_Plantation@dnr.state.ga.us,"Tu-Sat, 9-5; Sun, 2-5:30","Exhibits, and films related to the history of rice cultivation in coastal Georgia; guided tours, oral history interviews, historic preservation, cemetery restoration, and education activities.","Letters, papers, business and architectural records, oral histories, maps, and photographs; buildings, architectural materials, furniture, household textiles and accessories, handicrafts, art objects, clothing, tools, weapons, metalwork, glass, pottery, and ceramics.",http://www.gastateparks.org/info/hofwyl,,
423,Houston County Public Library,"Library (Public, Research, Special, etc.)",,Houston,,1201 Washington Street,"Perry, GA   31069",,,478-987-3050,,Varies by branch,,,http://www.houpl.org/,,
424,Huguenot Society of Georgia,Society/Association,1971,Gwinnett,,3796 Southgate,"Lilburn, GA   30247",,,770-806-9223,,n/a,Promotion of interest in Huguenot history.,All materials are donated to the Lawton Brannen Room of the Statesboro Regional Library.,http://www.huguenotsocietyofgeorgia.org/,,
425,Huguenot Society of Virginia,Society/Association,1935,Fulton,,206 Bolling Road N.E.,"Atlanta, GA   30305",,,404-233-1920,,None Specified.,"Perpetuation of the memory and ideals of the French Huguenots; genealogical research, essay awards, and donation of books on the French Huguenots to the Georgia Department of Archives and History.",Scrapbooks and photographs.,,,
426,Hurn Museum of Contemporary Folk Art,Museum,,Chatham,,10 West Taylor Street,"Savannah, GA   31401",,,,912-234-5520  /  info@hurnmuseum.org,n/a,"The Hurn Museum is dedicated to develop a meaningful definition of folk art. In so doing, the attempt is to limit the primary subject matter and then show its relationship to other clearly defined art forms including the fine arts. We suggest that folk art, shorn of all its peripheral crafts, is an art form dedicated to presenting a clear message by the artist to the population at large. In accordance with Renaissance art philosophy the technique that an artist uses in rendering a message becomes secondary to the message itself. Fine art instead, is primarily judged by the artists technique and its message becomes a secondary element of the piece being judged.",Existential Folk Art Faces of Folk Rudolph Bostic Michael Banks Vicki Stone Larry Beaver Guiseppe Serafini Mario Caciotti,http://www.hurnmuseum.org,,
427,Huxford Genealogical Society,Genealogical Society,1972,Clinch,,P.O. Box 595,"Homerville, GA   31634",,,,912-487-2310  /  huxford@windstream.net,Tues. - Fri. 9 am - 4 pm,"Acquisition and preservation of genealogical information pertaining to the wiregrass area of South Georgia and North Florida, lectures, workshops, and quarterly journal.  The HGS maintains a library located in the Municipal Complex in Homerville.","Letters, papers, genealogical records, photographs, and newspapers. Records of immigrants that came over from England and  Ireland,  census (printed and microfilm), cemetery, marriage, church, DAR, and Revolutionary War records, county, and family histories.",https://www.huxford.com/,,2019-May-29
428,Indian Springs State Park Museum,"Museum, Historic Site (Parks, etc.)",1958,Butts,,678 Lake Clark Road,"Flovilla, GA   30216",,,770-504-2277,,Daily 9-5.  The park is open from 7am until dark.,,,http://gastateparks.org/info/indspr/,,
429,Inman Park Neighborhood Association,Society/Association,1971,Fulton,,P.O. Box 5358,"Atlanta, GA   31107",,info@inmanpark.org,,,Meetings 7:30pm on the 3rd Wed. at 1015 Edgewood,"Preservation of the circa 1890 residential character of Atlanta's Inman Park neighborhood, building restoration and preservation, Spring Festival with craft fair and tour of homes.","Maps, photographs,  newspapers, and research documents.",http://www.inmanpark.org,,
430,Isaiah Davenport House Museum,"Library (Public, Research, Special, etc.)",1955,Chatham,,324 East State Street,"Savannah, GA   31401",,,,912-236-8097  /  info@davenporthousemuseum.org,"10am-4pm, Mon-Sat; 1pm-4pm, Sun.",Interpretation of daily life in Savannah in 1820s with an emphasis on master builder Isaiah Davenport & his household.  Special programs including those featuring living history interpreters covering issues and customs of the day are performed periodically throughout the year.  The interpretation also features the historical role of the house in the founding of Historic Savannah Foundation.,"Authentic 1820s restoration featuring period room exhibits including furnishings, textiles, household items, prints, maps, silouettes, tableware, dishes, books, etc.",http://www.davenporthousemuseum.org,,
431,Islands Branch Library,"Library (Public, Research, Special, etc.)",,Chatham,,125 Wilmington Island Rd.,"Savannah, GA   31410",,,,912-897-6233  /  tugglej@liveoakpl.org,M-Tu 10-8; W-Thu 10-6; F-Sat 2-6,,,http://www.liveoakpl.org,,
432,Istanbul Center,Other,2002,Fulton,,1349 West Peachtree ST NW,"Two Midtown Plaza, Suite 1010","Atlanta, GA   30309",,,678-990-1717  /  info@istanbulcenter.org,9:00 AM - 6:00 Weekdays,"Dialogue, Education, Culture activities, Turkish Festival, Children's Festival, Turkish music night, Calligraphy, Turkish art exhibition and demonstration, Art and Essay Contest, Folk dance shows, Whirling Dervishes of Rumi.","Pictures of Istanbul and Turkey, Turkish Handcrafts, Classical Art pieces, Art and Essay pieces from the Global Connections Art & Essay Contest's student winners.",http://www.istanbulcenter.org,,
433,Jack Hadley Black History Museum,Museum,,Thomas,,214 Alexander Street,"Thomasville, GA   31792",,,,229-226-5029  /  jackhadleyblackhistorymuseum@rose.net,Tues. thru Sat: 10:00 A.M to 5:00 P.M.,"Thomasville's First Black History Museum is established to educate individuals about the history and culture of African Americans locally and nationally. One African-American historian, James Jack Hadley has preserved over 2000 pieces of African American artifacts with emphasis on Thomasville's First Black Achievers, states and national achievers that commemorate their lives and accomplishments. This pictorial Black History Museum you do not want to miss. See collectible African-American artifacts dated back to slavery, the Buffalo Soldiers, exhibits on Lt. Henry O. Flipper, Dr. Martin L. King, Jr., Blacks in the Military from the Spanish American War to Desert Strom/Iraq War and the African-American Life on the Southern Hunting Plantation, their life, 1993 Heisman Award Winner Charles Ward, Jr., Black Women, Douglass High School historical era and much much more. These thousands of collectible artifacts, documents, books, prints, posters and photos chronicling Black History can be fou","See collectible African-American artifacts dated back to slavery, the Buffalo Soldiers, exhibits on Lt. Henry O. Flipper, Dr. Martin L. King, Jr., Blacks in the Military from the Spanish American War to Desert Strom/Iraq War; Blacks as Astronauts/Tuskegee Airmen and the African-American Life on the Southern Hunting Plantation, their life, 1993 Heisman Award Winner Charles Ward, Jr., Black Women, Douglass High School historical era from 1902 to 1970,Blacks in Government and Civil Rights,Thomasville/Thomas County First Black Doctors, Nurses, Politicians, Law Enforcement, Black Women Activist, Jim Crow Era in America-1870 to 1960, Black Men and Women in the Bible/Reglion, Poets and Writers,Science/Inventors Local/National Sports Black Achievers, Cosmetology & La Charme Beauty Culture School for Blacks in Thomasville and much much more. These collectible artifacts, documents, books, prints, posters and photos chronicling Black History can be found on the former campus of Douglass High Scho",http://www.jackhadleyblackhistorymuseum.com/,,
434,Jackson County Historical Society,Historical Society,,Jackson,,P.O.Box 1234,"Commerce, GA   30529",,,,,10 a.m. - 6 p.m.,Quarterly newsletter and programs held at different locations in the county.,"The Heritage Room at the Commerce Public library contains our collection of books on Georgia History, North Georgia counties, Jackson County, Jackson County Cemetery CD Rom, Bible records, family histories, photographs, deeds and early court records.",,,
435,James Earl Carter Library,Academic Library (Archives or Special Collections),,Sumter,,800 Georgia Southwestern State University Drive,"Americus, GA   31709",,,,229-931-2259  /  library@canes.gsw.edu,Mon.-Thurs. 8 a.m.-10 p.m.; Fri. 8 a.m.-5 p.m.; Sat. 9 a.m.-5 p.m.; Sun. 2 p.m.-10 p.m.,,"Library contains 190,000 volumes. Along with Periodicals, the Main Book Collection, The Harold Isaacs Third World Collection and the AV Collection contains several rarely seen photos of the younger Jimmy Carter and a collection of materials from the Carter campaigns.  The Library has been a selective federal depository for US Government Publications since 1966, providing a valuable resource to both the University and the general public.",https://www.gsw.edu/library/index,,2018-Nov-20
436,"James G. Kenan Research Center, Atlanta History Center","Historical Society, Historic Site (Parks, etc.)",1926,Fulton,,130 West Paces Ferry Road N.W.,"Atlanta, GA   30305",,,,404-814-4040  /  reference@atlantahistorycenter.com,"Wed. - Sat., 10:00 AM - 5:00 PM","The James G. Kenan Research Center acquires, preserves, and provides access to manuscripts and visual materials pertaining to the history of Atlanta and north Georgia.","19th and 20th century letters, papers, diaries, city, county, church, club, architectural, and genealogical records, oral histories, maps, newspapers, and photographs.",http://www.atlantahistorycenter.com,,
437,Jarrell Plantation State Historic Site,"Government Agency (Federal, State, Local), Historic Site (Parks, etc.), Society/Association",1974,Jones,,711 Jarrell Plantation Road,"Rt. 2,  Box 220","Juliette, GA   31046",,,478-986-5172  /  jarrell_plantation_park@dnr.state.ga.us,"Tu-Sat, 9-5; Sun, 2-5:30.","Restoration, preservation, and interpretation of historic site and buildings, exhibits, workshops, oral history interviews, guided tours, folk arts, educational activities, and celebrations.","19th and 20th century letters, papers, photographs, business and genealogical records; oral histories; farm buildings, furniture, household textiles and accessories, handicrafts, clothing, tools, American Indian objects, pottery, and other artifacts.  Jarrell Family bedding, tools, clothing, equipment, household goods, etc.",http://gastateparks.org/info/jarrell/,,
438,Jefferson County Historical Society,"Genealogical Society, Historical Society, Museum",1995,Jefferson,,P. O. Box 491,116 Wesr Broad Street,"Louisville, GA   30434",,478-625-7673,,9 am - 11 am Mon - Fri,Preservation and organization of county historical information as gathered by the society.  Monthly programs Sept. - June.  All programs reflect upon our county and our history.,"County records, family histories, photographs, church records, and records of civic organizations.",,,
439,Jefferson County Library System,"Library (Public, Research, Special, etc.)",,Jefferson,,306 E. Broad Street,"Louisville, GA   30434",,,,478-625-3751  /  pedwards@mail.jefferson.public.lib.ga.us,"M, 9-7; Tu-F, 8:30-5:30; Sat, 9-1.",Public library with a non-circulating collection of local history and genealogy.,"Non-circulating history and genealogy collection, primarily of Jefferson County and surrounding area.  Print materials include some family and church histories, and local newspapers. Also, local newspapers and local census on microfilm.",http://www.jefferson.public.lib.ga.us,,
440,Jefferson County Library System,Society/Association,,Jefferson,,405 N. Main Street,"Wrens, GA   30833",,,706-547-9484,,"Mon - Wed, & Fri 8:30 AM to 5:30 PM, Thurs. 8:30 AM to7:00 PM, Sat. 9:00 AM - 1:00 PM",,Non circulating history and genealogy collection. Collection is primarily for Jefferson County and surrounding area. Print materials include some family and church histories. Microfilm collection of local newspapers and census.,http://www.jefferson.public.lib.ga.us,,
441,Jefferson Davis Memorial Museum and Park,"Museum, Historic Site (Parks, etc.)",1915,Irwin,,823 W. 6th Street,"Ocilla, GA   31774",,,,229-468-7630  /  jeff_davis_state_park@dnr.state.ga.us,"Tu-Sat, 9-5; Sun, 1-5.","Preservation of historic park and museum, exhibits, films, slide shows, oral history interviews, guided tours, field trips, educational activities, publications, folk art, craft fairs, and festivals.","Civil War era letters, papers, photographs and diaries; videotapes; quilts, piano, household accessories, handicrafts, art objects, clothing, tools, weapons, metalwork, glass, and Confederate currency.",http://gastateparks.org/info/jeffd/,,
442,Jekyll Island Museum,"Government Agency (Federal, State, Local), Museum, Historic Site (Parks, etc.), Library (Public, Research, Special, etc.)",1982,Glynn,,381 Riverview Drive,"Jekyll Island, GA   31527",,,,912-635-4036  /  museum@jekyllisland.com,"Daily, 9 am -5 pm","Exhibition and interpretation of the history of Jekyll Island. Preservation of the built environment--the colonial era Horton House, and the Jekyll Island Club National Historic Landmark.","19th and 20th century club, business, and architectural records, maps, and photographs; Jekyll Island Club buildings, furniture, household textiles and accessories, art objects, clothing, archaeological objects, and ceramics.  Record and management documents pertaining to the Jekyll Island Authority.",http://www.jekyllisland.com/overview_history.asp,,
443,Jenkins County Historical Society,Historical Society,,Jenkins,,1470 E. Winthrope Ave.,"Millen, GA   30442",,,,478-982-4392  /  virmcbride@bellsouth.net,"M-F, 9-5 Museum",Operation of a museum in the Old Depot;  historic restoration of the antebellum Old Buckhead Church; and promotion of interest in and study of the history of Jenkins County.,"Local history; Indian artifacts; Tools, Cotton Mill equipment, collection of Railway items, Old printing press, etc.  The Old Depot and Buckhead Church are important locations on Sherman's March to the Sea.",,,
444,Jepson Center for the Arts,Museum,,Chatham,,207 W. York Street,"Savannah, GA   31401",,,,912-790-8800  /  boylstonk@telfair.org,"Sunday: 12-5pm, Mon./Wed./Fri./Sat.: 10am-5pm, Tues.: CLOSED, Thursday: 10am-8pm",,,http://www.telfair.org,,
445,Jimmy Carter National Historic Site,"Historic Site (Parks, etc.)",1987,Sumter,,300 North Bond Street,"Plains, GA   31780",,,229-824-4104,,"Daily, 9-5; closed Thanksgiving, Christmas, and Ne",Plains High School Visitor Center Museum - 25 minute Introductory Film narrated by Charles Kuralt; restored 1930s principal's office and classroom; three rooms of museum exhibits and a variety of short videos; modern classroom for the Jimmy Carter National Historic Site education program.  1976 Presidential Campaign Headquarters/Depot - exhibits on the 1976 Presidential Campaign; two videos; self guided .  Boyhood Farm is open from 10-5.,"The Plains High School Visitor Center/Museum has a restored 1930s principal's office and classroom, museum exhibits, and a bookstore.  Artifacts pertaining to the history of Plains, Plains High School, and Jimmy Carter's election as senator and governor, and the 1976 presidential campaign and inauguration.",http://www.nps.gov/jica/,,
446,Jimmy Carter Presidential Library,"Government Agency (Federal, State, Local)",1986,Fulton,,441 Freedom Parkway,"Atlanta, GA   30307",,,,404-865-7100  /  carter.library@nara.gov,"Archives: M-F, 8:30-4:30; Museum: M-Sat, 9-4:45; S","Acquisition, preservation, and presentation of records and artifacts pertaining to Jimmy Carter's public and private life and his service as President; exhibits, seminars, guided tours, book events, and educational activities.","Letters, papers, business records, photographs, film, video, and tape recordings; furniture, household textiles and accessories, handicrafts, art objects, clothing, tools, metalwork, ceramics, and other artifacts.",http://www.jimmycarterlibrary.gov,,
447,Joel Chandler Harris Association,Society/Association,1909,Fulton,,"1050 Ralph D. Abernathy Blvd., S.W.","Atlanta, GA   30310",,,,404-753-7735  /  info@wrensnestonline.com,10:00am - 2:30pm Tues. through Sat.. Closed Sunday and Mon.,"Preservation and interpretation of the home, furnishings, and writings of Joel Chandler Harris; exhibits, seminars, slide shows, guided tours, publications, educational activities, and annual Victorian Christmas Celebration.","Late 19th and 20th century Harris family letters and papers, building, furniture, household accessories, clothing, glass, pottery, and ceramics.",http://www.wrensnestonline.com/,,
448,Johnson County Historical Society,Historical Society,1977,Johnson,,P. O. Box  87,"Wrightsville, GA   31096",,,478-864-0977,,by appointment,"Restoration and preservation of historic buildings, exhibits, publications, and celebrations related to the history of Johnson County.","County newspapers from 1880 to 1985  Family files  Local doctors medical collections  Law books from early 1900's  Tax digests, voters lists  displays of county related artifacts  County cemetery book, picture book, 1860,1880 census books, cookbook, history of county church's, 1958 Centenial celebration dvd's, 1979 Class A Football Championship dvd's (Herschel Walker)",,,
449,Juliette Gordon Low Birthplace,Museum,,Chatham,,10 East Oglethorpe Avenue,"Savannah, GA   31401",,,,912-233-4501  /  birthplace@girlscouts.org,"Archives are Mon - Fri, 10 - 4, by appointment only, September - February","Historic House museum focused on the life of the four generations of Gordons that lived in the house. The house was completed by 1821, with 1886 additions; sold by the family to the Girl Scouts 1951-1953. The interpretive focus is 1886. Juliette Gordon Low, born in this house founded the Girl Scouts in 1912.","19th century decorative arts, family letters, primarily 1886 - 1912, photographs of family, early Girl Scouts. Early Girl Scout publications and memorabilia.",http://www.juliettegordonlowbirthplace.org/,,
450,"Kennesaw Historical Society, Inc.",Historical Society,1993,Cobb,,2829 Cherokee Street,"Kennesaw, GA   30144",,robertcjones@mindspring.com,,,none,"Preservation and presentation of the ongoing history and heritage of the city of Kennesaw ( formerly Big Shanty), Georgia, by collecting, preserving, and promoting the use of historical information; educational activities include seminars, field trips, publication of pamphlets and books, and the production of videos.","Photographs, artifacts, oral histories, magazines and newspapers, books, and videos.",http://www.mindspring.com/~robertcjones/khs/khs.htm,,
451,Kennesaw Mountain National Battlefield Park,"Historic Site (Parks, etc.)",1917,Cobb,,900 Kennesaw Mountain Drive,"Kennesaw, GA   30152",,,770-427-4686,,"Daily,  8:30-5; closed Thanksgiving, Christmas and","Interpretation of the battlefield site and the Atlanta Campaign of 1864 through exhibits, lectures, film, oral history interviews, and educational activities.","Letters, papers, diaries, oral histories, maps, photographs, and newspapers; Civil War uniforms and weapons, household textiles and accessories, handicrafts, art objects, and transportation and communication artifacts.",http://www.nps.gov/kemo/,,
452,Kennesaw State University,Academic Library (Archives or Special Collections),2004,Cobb,,1000 Chastain Road,"Kennesaw, GA   30144",,,,770-423-6289  /  archives@kennesaw.edu,"Mon.-Fri., 9:00 a.m. - 5:00 p.m.","Exhibits, lectures, workshops, films, slide shows, oral history interviews, festivals, publications, educational activities, and maintenance of college archives.","Newspaper and college records; oil paintings; 18th and 19th century rare books. The Bentley Rare Book Gallery contains several thousand rare and original items with worldwide scope. The University Archives has a wide variety of materials pertaining to the history, growth, and development of Kennesaw State University. In addition, there are a number of collections of private papers and other material of local history interest.",http://www.kennesaw.edu/archives,,2018-Nov-29
453,Kinchafoonee Regional Library,"Library (Public, Research, Special, etc.)",,Terrell,,913 Forrester Drive S.E.,"Dawson, GA   39842",,,229-995-2902,,Mon. - Fri. 9 am - 6 pm,Promotion of historical and genealogical research.,Local history. Microfilmed newspapers for Calhoun & Early Counties.,http://krlibrary.org/,,
454,Kinchafoonee Regional Library,"Library (Public, Research, Special, etc.)",1953,Terrell,,913 Forrester Drive SE,"Dawson, GA   39842",,,229-995-6331,,9-5 Mon.-Fri.,"Kinchafoonee Regional Library comprises six counties in SW Georgia: Calhoun, Clay, Quitman, Randolph, Terrell and Webster. All member counties provide public library services.",,http://www.krlibrary.org/,,
455,King Library and Archives,,1981,Fulton,,"449 Auburn Avenue, N.E.","Atlanta, GA   30312",,,,404-526-8986  /  archives@thekingcenter.org,"M-F, 9:30-4:30.  By appointment only.","Acquisition, preservation, and interpretation of records and artifacts pertaining to the life and work of Dr. Martin Luther King, Jr., and the American Civil Rights Movement; exhibits, workshops, films, slide shows, guided tours, field trips, educational activities, publications, annual festivals.","20th century letters, papers, diaries, business records, oral histories, photographs, newspapers, and tape recordings; buildings, furniture, household textiles and accessories, art objects, clothing, and awards.",http://www.thekingcenter.org/tkc/index.asp,,
456,"King-Tisdell Cottage, The","Museum, Historic Site (Parks, etc.)",,Chatham,,514 E. Huntingdon Street,"Savannah, GA   31401",,,,912-234-8000  /  kingtisdell@bellsouth.net,Tues. - Sat. 12pm - 5pm,"The King-Tisdell Cottage is an African-American heritage museum named for its African-American owners, Eugene and Sarah King, and Sarah King and Robert Tisdell. This museum of African-American Savannah and the Sea Islands is owned and operated by the King-Tisdell Cottage Foundation, which also owns and operates the Negro Heritage Trail Tours and the Beach Institute on the corner of Price and Harris Streets.",,http://www.kingtisdell.org/cottage.html,,
457,Kolomoki Mounds State Park Museum,Museum,1938,Early,,205 Indian Mounds Road,"Blakely, GA   39823",,,229-724-2150,,"Daily 8-5; closed Thanksgiving, Christmas and New","Preservation and interpretation of prehistoric Indian settlement and ceremonial center, video shows, guided tours, and educational activities.",Archaeological objects and American Indian artifacts.,http://gastateparks.org/net/content/go.aspx?s=59.0.0.,,
458,Ladson Genealogical  Library,"Genealogical Society, Historical Society, Museum, Society/Association",1979,Toombs,,610 Jackson Street,"Vidalia, GA   30474",,,,912-537-8186  /  ladsonlibrary@ohoopeelibrary.org,"M-F, 10-1, 2-6; Sat, 10-2.","Provision of genealogical and historical reference materials, on site assistance and tours.  Located at 125 Church Street, Suite 104 Vidlia, GA 30474.","Genealogical reference works, tools and indexes, biographical dictionaries, family histories, diaries, and journals; lineage society, emigration/immigration, census, church, court, school, city, county, land, tax, military, and institutional records, maps, and newspapers.",http://www.ohoopeelibrary.org/ladson.htm,,
459,LaGrange Art Museum,Museum,1963,Troup,,112 Lafayette Parkway,"LaGrange, GA   30240",,,,706-882-3267  /  director@lagrangeartmuseum.org,"Mon.- Closed to public but office open, Tues.-Fri.",Museum Outreach programs and Classes include: the Museum on Wheels is a mobile art class contained in a van that travels to various schools and childrens organizations; Super Saturdays are monthly classes for 4-10 year olds held during the school year while Big Hands-Little Hands are occasional weekend art classes for children and parents. Summer camps exploring different media are offered for different age groups and some camps are joint efforts with other arts organizations. Classes for adults and children of all ages and levels are offered throughout the year in several medias and skills.  Professional Learning Units are provided for public classroom teachers for educational credit and continuing learning in relation to Museum exhibits. Educational artistic field trips are also offered. Lectures are scheduled by visiting artists for the public.  The LaGrange National Biennial art competition is held in connection with LaGrange College showcasing art from across the nation. The muse,The museum has an extensive collection of art work in various media and time periods. Many purchase awards have been made from the LaGrange National as well as from local and regional artists. Art works have also been donated from patrons and collectors of art.,http://www.lagrangeartmuseum.org,,
460,LaGrange College,"Library (Public, Research, Special, etc.), Academic Library (Archives or Special Collections)",1831,Troup,,601 Broad Street,"LaGrange, GA   30240",,,,706-880-8234  /  lpinkerman@lagrange@edu,"M-Th, 8 -11;  F, 8-5; Sat, 1-5; Sun, 2-10.",Acquisition and preservation of LaGrange College records; exhibits and educational activities.  Until the new library is constructed many of the records will remain at the Troup County Archives.,"Photographs and 19th and 20th century college records, and limited information on the United Methodist Church history, and the Marquis de LaFayette.",http://www.lagrange.edu,,
461,LaGrange Memorial Library,,1925,Troup,,115 Alford Street,"LaGrange, GA   30240",,,706-882-7784,,"M-W, 9-9; Th-F, 9-6. Aug-May: Sat, 9-5; Sun, 2-5.",Promotion of historical and genealogical research.,"County census data, local newspapers on microfilm, Georgia histories, and the published Official Records of the War of the Rebellion.  Electronic Access to GAILEO.",http://www.thrl.org,,
462,Lake Blackshear Regional Library,,,Sumter,,307 East Lamar Street,"Americus, GA   31709",,,,229-924-8091  /  info@lbrls.org,"M 10-6, Tu W Th 10-8, Fri&Sat 10-4",,,http://www.lbrls.org,,
463,Lake Park Historical Society and Museum,Historical Society,1991,Lowndes,,300 N. Railroad Ave.,P. O. Box 803,"Lake Park, GA   31636",lpacocv@bellsouth.net,,,"Tu, 2-5.","Museum exhibits, special exhibits, school programs, research, and renovation of a facility on Railroad Avenue and Lawrence St. sponsored Lake Park Festival.  Seniors luncheon at Museum each May.","Family composite photographs; farm tools; items indigenous to Lowndes and Echols counties including antique furnishings from turn of the century, WWI and WWII uniforms; library collection.  New permanent exhbit on Native American life.  Archaeology at Santa Cruz de Cachipill.",http://www.lakeparkga.com,,
464,Lake Sinclair Library,"Library (Public, Research, Special, etc.)",,Baldwin,,3061 North Columbia Street,Suite A,"Milledgeville, GA   31061",,,478-452-6522  /  webmaster@tllsga.org,Mon.-Fri.: 12pm-6pm,,,http://www.tllsga.org,,
465,Lanier Museum of Natural History,Museum,1977,Gwinnett,,2601 Buford Dam Road,"Buford, GA   30518",,,,770-932-4460  /  Lanier.Museum@gwinnettcounty.com,"Tu - Sat 12-5, tours by appointment only.","Exhibits pertaining to the natural history of Gwinnett County and general science, workshops, guided tours, educational activities, environmental field trips, and Earth Day activities.  One of the largest collection of live native reptiles and amphibians in Georgia.","Rocks, minerals, fossils of Georgia and surrounding states, taxidermy mounts of birds, mammals, and fish found in Gwinnett County and Georgia.  Live animal collection representing Gwinnett County.",http://www.gwinettcounty.com,,
466,Lapham-Patterson House,"Historic Site (Parks, etc.)",1971,Thomas,,626 N. Dawson Street,"Thomasville, GA   31792",,,229-225-4004,,"Tu-Sat and Holiday Mon., 9-5; Sun, 2-5:30.","Restoration, preservation, and interpretation of state historic site; exhibits, guided tours, educational activities, festivals, and celebrations.","Letters, papers, diary, oral histories, and photographs; 19th century Victorian eclectic house, furniture, household textiles and accessories, handicrafts, art objects, clothing, tools, archaeological objects, and metalwork.",http://gastateparks.org/info/lapham/,,
